111,102.167,99.674,58.389
112,102.178,99.754,58.383
113,102.145,99.752,58.411
114,102.135,99.675,58.414
121,102.193,99.648,58.154
122,102.206,99.726,58.158
123,102.206,99.723,58.197
124,102.199,99.675,58.185
131,101.929,99.678,57.998
132,101.942,99.747,57.993
133,101.898,99.741,58.005
134,101.887,99.688,58.011
141,101.811,99.685,58.070
142,101.787,99.735,58.092
143,101.760,99.749,58.142
144,101.763,99.687,58.136
151,102.021,99.667,58.447
152,101.994,99.768,58.456
153,101.953,99.763,58.462
154,101.941,99.670,58.459
211,102.226,99.764,58.264
212,102.230,99.842,58.278
213,102.220,99.832,58.318
214,102.210,99.763,58.315
221,102.204,99.744,58.219
222,102.216,99.839,58.241
223,102.210,99.825,58.270
224,102.205,99.766,58.257
231,101.946,99.776,57.996
232,101.938,99.830,57.992
233,101.893,99.825,58.006
234,101.889,99.790,58.011
241,101.775,99.782,58.114
242,101.771,99.847,58.116
243,101.753,99.842,58.160
244,101.761,99.782,58.144
251,101.764,99.793,58.336
252,101.760,99.842,58.328
253,101.749,99.842,58.268
254,101.751,99.789,58.272
311,102.218,100.165,58.278
312,102.219,100.222,58.288
313,102.199,100.218,58.328
314,102.202,100.164,58.314
321,102.070,100.207,58.002
322,102.053,100.249,58.001
323,102.013,100.252,57.997
324,102.022,100.198,57.993
331,101.952,100.205,57.991
332,101.961,100.268,58.000
333,101.925,100.254,58.001
334,101.910,100.208,57.999
341,101.860,100.215,58.023
342,101.856,100.262,58.034
343,101.839,100.269,58.048
344,101.825,100.233,58.050
351,101.745,100.190,58.262
352,101.750,100.198,58.306
353,101.748,100.242,58.285
354,101.748,100.247,58.237
411,102.218,100.311,58.312
412,102.222,100.337,58.316
413,102.226,100.321,58.291
414,102.221,100.290,58.276
421,102.208,100.284,58.150
422,102.217,100.337,58.143
423,102.222,100.337,58.162
424,102.218,100.306,58.164
431,101.996,100.322,57.993
432,101.976,100.369,57.995
433,101.927,100.369,58.008
434,101.914,100.328,58.015
441,101.913,100.329,58.000
442,101.892,100.364,58.007
443,101.861,100.369,58.025
444,101.862,100.313,58.028
451,101.808,100.338,58.065
452,101.805,100.370,58.068
453,101.791,100.371,58.087
454,101.787,100.341,58.093
461,101.791,100.313,58.380
462,101.780,100.358,58.374
463,101.801,100.349,58.399
464,101.807,100.319,58.401
511,175.423,100.304,96.758
512,175.429,100.347,96.765
513,175.424,100.338,96.803
514,175.419,100.304,96.802
521,175.396,100.306,96.888
522,175.400,100.368,96.896
523,175.374,100.381,96.936
524,175.381,100.314,96.924
531,175.213,100.312,97.055
532,175.213,100.381,97.059
533,175.119,100.372,97.069
534,175.130,100.319,97.068
541,175.119,100.290,97.047
542,175.107,100.396,97.057
543,175.001,100.396,97.047
544,175.048,100.288,97.050
551,174.844,100.293,96.852
552,174.823,100.360,96.833
553,174.815,100.352,96.807
554,174.829,100.286,96.812
611,175.414,100.013,96.739
612,175.414,100.147,96.767
613,175.400,100.155,96.839
614,175.403,100.010,96.838
621,175.400,100.013,96.842
622,175.393,100.155,96.860
623,175.382,100.148,96.899
624,175.384,100.024,96.906
631,175.196,100.043,97.060
632,175.195,100.139,97.054
633,175.113,100.120,97.062
634,175.138,100.031,97.064
641,175.085,100.022,97.050
642,175.080,100.112,97.056
643,174.997,100.114,97.043
644,174.986,100.040,97.037
651,174.841,100.048,96.863
652,174.840,100.120,96.855
653,174.820,100.116,96.808
654,174.828,100.022,96.815
711,175.422,99.811,96.740
712,175.424,99.905,96.758
713,175.417,99.912,96.807
714,175.411,99.811,96.825
721,175.410,99.833,96.847
722,175.407,99.893,96.865
723,175.387,99.917,96.905
724,175.388,99.842,96.916
731,175.185,99.823,97.064
732,175.183,99.905,97.065
733,175.136,99.909,97.068
734,175.137,99.824,97.069
741,175.056,99.814,97.047
742,175.054,99.905,97.051
743,174.987,99.916,97.037
744,174.986,99.812,97.034
751,174.851,99.848,96.868
752,174.847,99.893,96.859
753,174.824,99.889,96.816
754,174.831,99.841,96.832
811,175.422,99.615,96.784
812,175.419,99.705,96.791
813,175.398,99.716,96.844
814,175.399,99.627,96.854
821,175.399,99.603,96.866
822,175.393,99.713,96.889
823,175.355,99.712,96.954
824,175.346,99.602,96.962
831,175.204,99.616,97.057
832,175.182,99.699,97.064
833,175.137,99.701,97.070
834,175.120,99.617,97.069
841,174.989,99.625,97.035
842,174.980,99.705,97.027
843,174.926,99.713,96.996
844,174.941,99.609,97.010
851,174.830,99.665,96.817
852,174.857,99.724,96.842
853,174.881,99.706,96.879
854,174.869,99.638,96.876
