0;-19.938633245905912;528.909579093519028;15.480858552769629;2013-06-04 08:35:13
2;-19.724805028581365;506.049982804530771;15.687122963231367;2013-06-04 08:35:13
4;-19.473233455378782;478.223684337482382;15.903471248537434;2013-06-04 08:35:13
6;-19.247972131010982;455.43820765401199;16.04372444252337;2013-06-04 08:35:13
8;-18.983128751529627;427.460528087911996;16.158813793559911;2013-06-04 08:35:13
10;-18.714142232763237;396.857189584510706;16.302059666602279;2013-06-04 08:35:13
12;-18.449956787820135;369.796735208971938;16.319886066161285;2013-06-04 08:35:13
14;-18.238509879801839;346.080012598614701;16.324073938394037;2013-06-04 08:35:13
16;-17.987596387959975;319.481142908813183;16.282975613729533;2013-06-04 08:35:13
18;-17.724567097868331;288.912863484923889;16.194213945368045;2013-06-04 08:35:13
20;-17.463650629252967;261.051093392044436;16.02492483286543;2013-06-04 08:35:13
22;-17.254914717746431;238.441566362461543;15.855662662980325;2013-06-04 08:35:13
24;-17.005498359269176;211.644064475818482;15.67934602314137;2013-06-04 08:35:13
26;-16.748430584153468;186.718700654785721;15.476764284970359;2013-06-04 08:35:13
200;11.432899793941964;-41.61010852086541;-0.07423599824218;2013-06-04 08:35:13
0;-19.783575414349251;528.917206055803831;15.478569158101745;2013-06-04 08:40:08
2;-19.583558260865537;506.063569844691585;15.694933532008932;2013-06-04 08:40:08
4;-19.333945026514478;478.235611597386139;15.923626830602119;2013-06-04 08:40:08
6;-19.115290308679356;455.44931499712402;16.070135581243452;2013-06-04 08:40:08
8;-18.861773001320998;427.47133188052959;16.178548344122326;2013-06-04 08:40:08
10;-18.600842518568811;396.863998209801707;16.273045153685906;2013-06-04 08:40:08
12;-18.343638615311001;369.806415080448744;16.250207620311446;2013-06-04 08:40:08
14;-18.137644946340778;346.094566398494749;16.253773733633924;2013-06-04 08:40:08
16;-17.893506364325852;319.498158997726989;16.249673201168356;2013-06-04 08:40:08
18;-17.64309051528484;288.926913576292577;16.209902681662136;2013-06-04 08:40:08
20;-17.386984742802355;261.06251359840752;16.058570391748674;2013-06-04 08:40:08
22;-17.186644171009412;238.450462923362949;15.884438210122484;2013-06-04 08:40:08
24;-16.943856671739709;211.652601678967358;15.692045864864525;2013-06-04 08:40:08
26;-16.694175960545557;186.72536802825644;15.475547952001229;2013-06-04 08:40:08
200;11.424481070495542;-41.610974072577534;-0.074501428869152;2013-06-04 08:40:08
0;-19.756493120886162;528.918266471022093;15.480698117853587;2013-06-04 08:43:34
2;-19.559941227276873;506.064876548434142;15.690873237710674;2013-06-04 08:43:34
4;-19.31353230564013;478.236784162185756;15.923357187904029;2013-06-04 08:43:34
6;-19.102485380165213;455.450058287125671;16.067681302366857;2013-06-04 08:43:34
8;-18.843480613413433;427.472018793105406;16.177350241642177;2013-06-04 08:43:34
10;-18.584601633647033;396.8649867274965;16.272882215274869;2013-06-04 08:43:34
12;-18.327029271823498;369.807412949549132;16.247263805696157;2013-06-04 08:43:34
14;-18.123830039705325;346.095362051301379;16.256846428513555;2013-06-04 08:43:34
16;-17.875415784501392;319.500019576312411;16.24950246750435;2013-06-04 08:43:34
18;-17.624389929036262;288.928551842698312;16.209888538528372;2013-06-04 08:43:34
20;-17.373484548007248;261.063688565232155;16.05711869994165;2013-06-04 08:43:34
22;-17.169301739642734;238.451859598710826;15.884385652684481;2013-06-04 08:43:34
24;-16.930039157522174;211.653886373363008;15.692080640463614;2013-06-04 08:43:34
26;-16.682606717764543;186.726278583832766;15.476446441940706;2013-06-04 08:43:34
200;11.421952280750215;-41.6112043079534;-0.074503696156705;2013-06-04 08:43:34
0;-19.7600179027433;528.918099057865675;15.476540189103963;2013-06-04 08:48:27
2;-19.558769945077849;506.065076855251561;15.689658137422041;2013-06-04 08:48:27
4;-19.312068223893903;478.236856151905783;15.923713609100886;2013-06-04 08:48:27
6;-19.097704793864594;455.450547295479737;16.064591465892324;2013-06-04 08:48:27
8;-18.838769313161308;427.472288875403478;16.178024357467294;2013-06-04 08:48:27
10;-18.585791322673046;396.865221238851916;16.272555488379297;2013-06-04 08:48:27
12;-18.326215127740589;369.807485127254949;16.246917270166151;2013-06-04 08:48:27
14;-18.12068940290451;346.095667157467631;16.253060199863917;2013-06-04 08:48:27
16;-17.879835343068663;319.499512786422997;16.250573324552398;2013-06-04 08:48:27
18;-17.63136334785073;288.928101163533427;16.208780022750748;2013-06-04 08:48:27
20;-17.374684344733645;261.06349478952734;16.056749168341845;2013-06-04 08:48:27
22;-17.173497861862394;238.45171498685005;15.884580586928299;2013-06-04 08:48:27
24;-16.934509823220225;211.653560515929257;15.6908272707092;2013-06-04 08:48:27
26;-16.686463062124325;186.726225341016573;15.475963406175936;2013-06-04 08:48:27
200;11.423273967940103;-41.611183467851717;-0.074590295496448;2013-06-04 08:48:27
0;-19.785030530144624;528.916830149321186;15.4820729244758;2013-06-04 09:09:35
2;-19.583418583192945;506.056013444470807;15.679866373498117;2013-06-04 09:09:35
4;-19.332352947413121;478.229353436061615;15.896651914579646;2013-06-04 09:09:35
6;-19.113368027181551;455.444408228970929;16.037977967712028;2013-06-04 09:09:35
8;-18.860109611620992;427.468112102910538;16.159705914650498;2013-06-04 09:09:35
10;-18.605483113178053;396.863084186252024;16.298531676124856;2013-06-04 09:09:35
12;-18.34258408887802;369.802915578930481;16.31813874642895;2013-06-04 09:09:35
14;-18.13850400372516;346.086740102186866;16.323487801212877;2013-06-04 09:09:35
16;-17.89541780221704;319.487465744504505;16.280497301216563;2013-06-04 09:09:35
18;-17.643708069274794;288.918515435787072;16.192988548698249;2013-06-04 09:09:35
20;-17.390190056902803;261.056852497391617;16.024457231846192;2013-06-04 09:09:35
22;-17.184685506289796;238.447077505205471;15.855057558699647;2013-06-04 09:09:35
24;-16.94473105490637;211.649452617933576;15.679345170027288;2013-06-04 09:09:35
26;-16.694766424228952;186.724581442672786;15.476887923075351;2013-06-04 09:09:35
200;11.424428738914843;-41.611079612944422;-0.074468637718995;2013-06-04 09:09:35
0;-19.784342054010246;528.916610161460881;15.480504335042943;2013-06-04 09:15:47
2;-19.585087707131372;506.056240310735404;15.682639229444359;2013-06-04 09:15:47
4;-19.337998976358335;478.229045930711152;15.896198218730708;2013-06-04 09:15:47
6;-19.117101759629108;455.44450036802607;16.03464065833494;2013-06-04 09:15:47
8;-18.862023483392065;427.467924514622382;16.158814496153372;2013-06-04 09:15:47
10;-18.604655205182567;396.863602300858304;16.299508444102489;2013-06-04 09:15:47
12;-18.344803853415073;369.803178571972239;16.317697658601581;2013-06-04 09:15:47
14;-18.14005241527552;346.086748849711853;16.322949383758889;2013-06-04 09:15:47
16;-17.897386479557568;319.487440872338709;16.279827898675578;2013-06-04 09:15:47
18;-17.64284813871943;288.918671888769381;16.191470082680535;2013-06-04 09:15:47
20;-17.388503199663937;261.057287691826161;16.023213376482612;2013-06-04 09:15:47
22;-17.185828342097182;238.447072584292869;15.853254534727975;2013-06-04 09:15:47
24;-16.943614751668733;211.64933113147228;15.678589482622876;2013-06-04 09:15:47
26;-16.6963481447277;186.724250892098553;15.477225728661343;2013-06-04 09:15:47
200;11.425016226669843;-41.610925747744666;-0.074461711530919;2013-06-04 09:15:47
0;-19.790733191163582;528.916402493290889;15.483063351946845;2013-06-04 09:20:46
2;-19.593115784430587;506.056092676075252;15.67966192745598;2013-06-04 09:20:46
4;-19.339754129681474;478.229329191110935;15.893619031334913;2013-06-04 09:20:46
6;-19.123696708405554;455.443953360814078;16.036265617860206;2013-06-04 09:20:46
8;-18.864678024857113;427.467791321968036;16.160662521148492;2013-06-04 09:20:46
10;-18.605139788496317;396.863511574605809;16.298448057318101;2013-06-04 09:20:46
12;-18.350576501933055;369.802482395130653;16.31738358058211;2013-06-04 09:20:46
14;-18.14312339679482;346.086907340851781;16.32323707100846;2013-06-04 09:20:46
