548053.23,5129174.01,980.14
548052.11,5129168.98,978.34
548039.29,5129112.53,962.74
548038.66,5129109.92,962.48
548038.08,5129107.31,961.57
548037.46,5129104.70,961.28
548036.31,5129099.48,959.32
548035.07,5129094.24,958.53
548033.26,5129086.36,956.62
548032.66,5129083.74,955.93
548028.99,5129067.91,952.59
548028.86,5129060.09,950.71
548030.72,5129068.00,952.36
548031.91,5129073.28,954.03
548032.54,5129075.92,954.40
548039.83,5129107.34,961.98
548045.28,5129130.65,966.99
548051.13,5129156.24,974.34
548059.54,5129193.81,987.46
548063.38,5129210.98,993.53
548065.04,5129218.31,995.79
548067.02,5129227.82,1001.13
548067.51,5129230.17,1002.45
548069.18,5129237.40,1004.32
548069.80,5129239.85,1004.27
548070.39,5129242.30,1004.46
548071.02,5129244.75,1004.30
548071.62,5129247.18,1004.38
548072.21,5129249.60,1004.49
548072.80,5129252.02,1004.73
548073.39,5129254.42,1004.89
548073.85,5129256.71,1006.36
548074.31,5129258.99,1007.84
548075.32,5129263.62,1009.86
548075.83,5129265.94,1010.76
548080.96,5129282.29,1015.47
548075.79,5129259.23,1008.24
548075.36,5129256.99,1006.58
548074.90,5129254.70,1005.14
548074.33,5129252.32,1004.88
548073.74,5129249.91,1004.73
548073.15,5129247.49,1004.60
548072.55,5129245.05,1004.54
548071.95,5129242.62,1004.60
548071.36,5129240.20,1004.51
548070.74,5129237.74,1004.59
548070.19,5129235.34,1003.97
548069.62,5129232.92,1003.70
548069.09,5129230.54,1002.82
548068.58,5129228.18,1001.76
548068.08,5129225.80,1000.63
548067.57,5129223.41,999.56
548067.15,5129221.08,997.47
548066.63,5129218.69,996.42
548066.12,5129216.29,995.34
548064.52,5129209.02,992.62
548059.06,5129184.36,983.96
548055.69,5129169.33,979.08
548052.87,5129156.66,974.90
548045.88,5129125.81,966.09
548040.43,5129102.32,961.07
548036.85,5129086.55,956.73
548034.42,5129075.98,954.19
548032.58,5129068.03,952.42
548028.69,5129044.49,947.60
548029.31,5129047.15,948.14
548036.73,5129078.96,955.19
548037.93,5129084.24,956.86
548038.56,5129086.88,957.26
548039.19,5129089.50,957.59
548039.78,5129092.13,958.47
548042.79,5129105.21,961.89
548046.46,5129120.85,965.12
548054.09,5129154.25,974.75
548054.66,5129156.78,975.63
548056.44,5129164.44,977.42
548059.25,5129176.98,981.72
548061.46,5129186.94,985.49
548066.46,5129209.15,992.90
548066.99,5129211.58,993.90
548067.55,5129214.04,994.64
548068.08,5129216.44,995.62
548068.58,5129218.83,997.00
548069.06,5129221.19,998.44
548069.55,5129223.57,999.87
548070.02,5129225.92,1001.42
548071.62,5129233.10,1004.02
